path,outer_group,task,model,train_n,test_n,config,model_sha256,fit_ids_sha256,model_path,fit_ids_path
B_fivefold,P1,R_log,P00,59979,270,"{""lambda"":0}",6ee14704ecd5d6859ef92453337697e214ba7bf278613541f17ab6563962979c,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\P00\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\P00\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,P02,59979,270,"{""lambda"":0.001}",6e698460ac5b143fd57e49eac839f0a33b38e954c2623e00265220e38e6a412a,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\P02\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\P02\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,S01,4182,270,"{""lambda"":0.001}",b9dba01203d81f213146c78f9962c37bc35aa133774d6ee8c808b15ae826dcad,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S01\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S01\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,S02,4182,270,"{""lambda"":0.001}",16e2c7a373da017ad98eca9f4aec1251228bc71e72dde2b275e576d110a32b6b,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S02\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S02\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,S03,4182,270,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":5}",7f98debea3c4f77764104b694af5a0df43d43d1ef2851bbf7a16e58e1fa7c211,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S03\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S03\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,S04,4182,270,"{""control_lambda"":0.1}",5cb48d858462d155c6e7d9de3a1318a569c7ce0b2ffac9dc7eaeb2c274d57906,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S04\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S04\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,G05,59979,270,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",3098594e88a6f41474f29ab08acfa542079f4e4767243276a87f60253168b195,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\G05\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\G05\outer_P1.fit_ids.parquet
B_fivefold,P1,R_log,S05,4182,270,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",98db31a823abda55d8ccdb614e20bbb5e92679dc1f5fa01d2b2015018e413800,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S05\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\S05\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,B00,4182,270,{},d6dec03d0d057408ee2c53dd4305554fad81c8504e18792d7efada58b2c0b8dd,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\B00\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\B00\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,B01,4182,270,"{""lambda"":0.1}",51dbaa989fe0db1a6b7c7318784bd8b46ab034de949e06fa17a6c9c29855eb35,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\B01\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\B01\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,G02,59979,270,"{""lambda"":0.001}",fc7d485395daf161626be633de5742606fddb0cac425c8ffacc892d37638aa75,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\G02\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\G02\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,P00,59979,270,"{""lambda"":0}",8cf2f4d6861278275974a493f2950914329ee60caa6457d23934ca491ba5cdae,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\P00\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\P00\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,P02,59979,270,"{""lambda"":0.001}",fe46fccd95e614792cc7334a5a06d5a5fd8413f7aeea4bf171e07134857d5f13,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\P02\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\P02\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,S01,4182,270,"{""lambda"":0.1}",9ee466021199fca679caa6726758543aa84efe019ad7c6aa5a5e50f2bf2189f0,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S01\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S01\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,S02,4182,270,"{""lambda"":0.1}",38bacd87274754c7eaebe2f22d27f866f18b8dc33474b20c1ef806f8e21dd47a,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S02\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S02\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,S03,4182,270,"{""control_lambda"":0.001,""difference_penalty"":1,""n_knots"":5}",f57471a5ccb4b16d8d23d2900de5d4dd34d0ea16e4d08abdd0195081317b86bd,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S03\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S03\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,S04,4182,270,"{""control_lambda"":0.1}",d42a27200e9dec7f2d35e9dfe9a657d1aa262e36a535d3a6deaf18790d90ef77,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S04\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S04\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,G05,59979,270,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",bfc923d84e02e3d3020e898bcf091accf9276a452b049afb3b388ef33d05ec35,f12be4150c581557ccd8eb2126f99e66910679f843d8bdff53a9af7c721991c5,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\G05\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\G05\outer_P1.fit_ids.parquet
B_fivefold,P1,R_C_log,S05,4182,270,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",76c2935fea68ab8a8d025aa3e03d4398cd2bcaa9258c2ba92050997427cd5d45,b9b43324b202c4a3fc21740dc2067189c83292f5e78ed3abce5dad1abd0a7927,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S05\outer_P1.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_C_log\S05\outer_P1.fit_ids.parquet
B_fivefold,P2,E_log,B00,1849,2603,{},0c919b22c015d7cb592565a9927e073872a458bc5664fbc37620be1367293e46,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\B00\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\B00\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,B01,1849,2603,"{""lambda"":0.1}",a2e7bdf8a0513fcc223e4abbcb4e91a7a73dba24ced4886254e322225bcba65e,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\B01\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\B01\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,G02,57453,2603,"{""lambda"":0}",ec534d28839a772235acc337120b5ebf9b5fccacbc7d09d9d2edfade3a4dc2f4,4452d64258ecd0b813ff09dcd4483f7072ea4bf03cdfd74f2a1d3f8d795205a1,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\G02\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\G02\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,P00,57453,2603,"{""lambda"":0}",8f2249c0f847905f363704fca3f540dc1a0930809930a6bdf7994974ca3cbbbd,4452d64258ecd0b813ff09dcd4483f7072ea4bf03cdfd74f2a1d3f8d795205a1,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\P00\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\P00\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,P02,57453,2603,"{""lambda"":0.001}",092e6fd0115daec9afa680e56122add20993ff5e34cc0862010d27f52855da78,4452d64258ecd0b813ff09dcd4483f7072ea4bf03cdfd74f2a1d3f8d795205a1,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\P02\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\P02\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,S01,1849,2603,"{""lambda"":0.1}",bdee70938b4c1e730de90a13ecb4ffd3b674970970d71ebb4171dac5e853c0ff,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S01\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S01\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,S02,1849,2603,"{""lambda"":0.1}",a6337be35f30c0fec0a5f9c61488b0620592e87c09749e2bdf2e8ad90ec1e992,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S02\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S02\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,S03,1849,2603,"{""control_lambda"":0.1,""difference_penalty"":0.01,""n_knots"":5}",6bc369a7943419bfed936e3f5238bcd07bd43bf0504204f53869f86f7edb4b2f,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S03\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S03\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,S04,1849,2603,"{""control_lambda"":0.1}",7480c8f50ccff35837c098514ec8a0a080ef8723b1a7b1f473fc5c61d681117e,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S04\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S04\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,G05,57453,2603,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",f62ee0db1867cd7bc399b5ae7327f0cb7f592cad4ca41375f96bcb3862b654d7,4452d64258ecd0b813ff09dcd4483f7072ea4bf03cdfd74f2a1d3f8d795205a1,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\G05\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\G05\outer_P2.fit_ids.parquet
B_fivefold,P2,E_log,S05,1849,2603,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",fc9bdbda73a37cdb3a55ed0c4b1613eff1762bc22b84ef3cf43348c8486918a4,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S05\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\E_log\S05\outer_P2.fit_ids.parquet
B_fivefold,P2,R_log,B00,1849,2603,{},7820d9b39c3ee0676495433c8ef80888807c4c370b0cff68fb6069807124330f,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\B00\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\B00\outer_P2.fit_ids.parquet
B_fivefold,P2,R_log,B01,1849,2603,"{""lambda"":0.1}",9046acea9895737a4fbdea5eede98f0b9bde29d6086e2702092a1224fccffb6d,dd384ce10b9817e04200313140208a86f5b673178273f399aa7169762a66caa2,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\B01\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\B01\outer_P2.fit_ids.parquet
B_fivefold,P2,R_log,G02,57453,2603,"{""lambda"":0.1}",428dd4822a18fc182c6a7fd3f236c88f474f7cc569b7fc331e30bb8c510f57ea,4452d64258ecd0b813ff09dcd4483f7072ea4bf03cdfd74f2a1d3f8d795205a1,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\G02\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\G02\outer_P2.fit_ids.parquet
B_fivefold,P2,R_log,P00,57453,2603,"{""lambda"":0.1}",402484b3fbf882fe069ce21d7dde730893b689663a87be0265c46c37d18b9cd5,4452d64258ecd0b813ff09dcd4483f7072ea4bf03cdfd74f2a1d3f8d795205a1,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\P00\outer_P2.joblib,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\X02_storm_specialization\runs\X02_20260907_001\models\fivefold\R_log\P00\outer_P2.fit_ids.parquet
